DOI,"Author, year",biomass (particle size),Type-of-Biomass,Total HSP,"Cellulose, %","Lignin, %","Hemicellulose, %",solvent (concentration),SMILES,Solvent vol. %,Solvent viscosity (mPa.s),S1,S2,S3,S4,S5,S6,Water vol. %,T (oC),time (min),Solid loading (g/mL),acid (given),Catalyst density (g/mL),Catalyst mol-wt (g/mol),pH of catalyst,Catalyst loading (mM),"Delignification,%"
10.1016/j.ijbiomac.2020.05.074,"Zhong et al, 2020",WilLow,Hardwood,24.26581958,49,19.9,17.3,Sulfolane 50% w/w,O=S1(=O)CCCC1,42.88,10.34,0,0.0662,9.0667,2.4253,1.72905,0.53595,57.12,170,90,11.15,1% w/w dry NaOH,2.13,39.997,13,11,54.2
10.1016/j.ijbiomac.2020.05.074,"Zhong et al, 2020",WilLow,Hardwood,24.26581958,49,19.9,17.3,Sulfolane 50% w/w,O=S1(=O)CCCC1,42.88,10.34,0,0.0662,9.0667,2.4253,1.72905,0.53595,57.12,170,90,11.15,2% w/w dry NaOH,2.13,39.997,13,23,65.4
10.1016/j.ijbiomac.2020.05.074,"Zhong et al, 2020",WilLow,Hardwood,24.26581958,49,19.9,17.3,Sulfolane 50% w/w,O=S1(=O)CCCC1,42.88,10.34,0,0.0662,9.0667,2.4253,1.72905,0.53595,57.12,170,90,11.15,3% w/w dry NaOH,2.13,39.997,13,34,75
10.1016/j.ijbiomac.2020.05.074,"Zhong et al, 2020",WilLow,Hardwood,24.26581958,49,19.9,17.3,Sulfolane 50% w/w,O=S1(=O)CCCC1,42.88,10.34,0,0.0662,9.0667,2.4253,1.72905,0.53595,57.12,170,90,11.15,4% w/w dry NaOH,2.13,39.997,13,45,94.4
10.1016/j.ijbiomac.2020.05.074,"Zhong et al, 2020",WilLow,Hardwood,24.26581958,49,19.9,17.3,Sulfolane 30% w/w,O=S1(=O)CCCC1,12.12,10.34,0,0.0662,9.0667,2.4253,1.72905,0.53595,87.88,170,90,10.66,none,0,0,0,0,53.4
10.1039/c7gc02379k,"smit et al, 2017",Beech,Hardwood,24.26581958,36.5,24.8,18.8,Acetone 50% (w/w),CC(=O)C,54.68,0.306,0,0,6.5922,2.02275,1.3004,0.35055,45.32,140,120,20,H2SO4 (40mM),1.83,98.079,2.75,40,79.4
10.1039/c7gc02379k,"smit et al, 2017",Poplar,Hardwood,24.26581958,44.6,24.8,18.8,Acetone 50% (w/w),CC(=O)C,54.68,0.306,0,0,6.5922,2.02275,1.3004,0.35055,45.32,140,120,20,H2SO4 (40mM),1.83,98.079,2.75,40,77.6
10.1039/c7gc02379k,"smit et al, 2017",Birch,Hardwood,24.26581958,37.3,24.8,18.8,Acetone 50% (w/w),CC(=O)C,54.68,0.306,0,0,6.5922,2.02275,1.3004,0.35055,45.32,140,120,20,H2SO4 (40mM),1.83,98.079,2.75,40,86.4
10.1039/c7gc02379k,"smit et al, 2017",Spruce,Softwood,31.04883251,40.5,24.8,18.8,Acetone 50% (w/w),CC(=O)C,54.68,0.306,0,0,6.5922,2.02275,1.3004,0.35055,45.32,140,120,20,H2SO4 (40mM),1.83,98.079,2.75,40,29.7
10.1039/c7gc02379k,"smit et al, 2017",Pine,Softwood,31.04883251,37.9,24.8,18.8,Acetone 50% (w/w),CC(=O)C,54.68,0.306,0,0,6.5922,2.02275,1.3004,0.35055,45.32,140,120,20,H2SO4 (40mM),1.83,98.079,2.75,40,31.6
10.1007/s10570-023-05061-7,"Wu et al, 2023",Hybrid poplar,Hardwood,24.26581958,42.9,24.3,24.3,Ethanol (100%),OCC,100,1.04,0.2443,0.4475,4.58455,2.39255,0.4979,0.652,0,120,30,2.5,H2SO4 (0.5 wt%),1.83,98.079,2.75,1,38.27
10.1007/s10570-023-05061-7,"Wu et al, 2023",Hybrid poplar,Hardwood,24.26581958,42.9,24.3,24.3,Ethanol (95%),OCC,95,1.04,0.2443,0.4475,4.58455,2.39255,0.4979,0.652,5,120,30,2.5,H2SO4 (0.5 wt%),1.83,98.079,2.75,1,46.5
10.1007/s10570-023-05061-7,"Wu et al, 2023",Hybrid poplar,Hardwood,24.26581958,42.9,24.3,24.3,THF (100%),C1CCOC1,100,0.46,0,0,7.60295,2.5123,0.4997,0.58545,0,120,30,2.5,H2SO4 (0.5 wt%),1.83,98.079,2.75,1,50.62
10.1007/s10570-023-05061-7,"Wu et al, 2023",Hybrid poplar,Hardwood,24.26581958,42.9,24.3,24.3,THF (95%),C1CCOC1,95,0.46,0,0,7.60295,2.5123,0.4997,0.58545,5,120,30,2.5,H2SO4 (0.5 wt%),1.83,98.079,2.75,1,54.73
10.1007/s10570-023-05061-7,"Wu et al, 2023",Hybrid poplar,Hardwood,24.26581958,42.9,24.3,24.3,GVL (100%),CC1CCC(=O)O1,100,2.18,0,0.0045,8.82105,2.4786,1.9768,0.30315,0,120,30,2.5,H2SO4 (0.5 wt%),1.83,98.079,2.75,1,67.08
10.1007/s10570-023-05061-7,"Wu et al, 2023",Hybrid poplar,Hardwood,24.26581958,42.9,24.3,24.3,GVL (95%),CC1CCC(=O)O1,95,2.18,0,0.0045,8.82105,2.4786,1.9768,0.30315,5,120,30,2.5,H2SO4 (0.5 wt%),1.83,98.079,2.75,1,58.85
10.1039/D1GC01186C,"Achinivu et al, 2021",Sorghum,Grassy,24.26581958,35,21,21,Diethylenetriamine (100%),NCCNCCN,100,5.05,0,0.58495,10.2774,3.2491,0.7498,1.23165,0,140,180,19.2,none,0,0,0,0,79.2
10.1039/D1GC01186C,"Achinivu et al, 2021",Sorghum,Grassy,24.26581958,35,21,21,Trimethylphosphate (100%),O=P(OC)(OC)OC,100,1.76,0,0.00385,10.9112,3.0829,1.79925,0.6959,0,140,180,24,none,0,0,0,0,30.32
10.1039/D1GC01186C,"Achinivu et al, 2021",Sorghum,Grassy,24.26581958,35,21,21,2-Pyrrolidone (100%),O=C1NCCC1,100,13.3,0.2258,0.45765,7.3129,1.995,0.84525,1.229,0,140,180,22.4,none,0,0,0,0,36.28
10.1039/D1GC01186C,"Achinivu et al, 2021",Sorghum,Grassy,24.26581958,35,21,21,2-Ethoxyethanol (100%),CCOCCO,100,1.84,0.0579,0.30985,8.62595,3.26295,1.00695,0.7134,0,140,180,18.6,none,0,0,0,0,28.51
10.1039/D1GC01186C,"Achinivu et al, 2021",Sorghum,Grassy,24.26581958,35,21,21,Dipropylene glycol (100%),OCCCOCCCO,100,75,0.4118,0.4063,10.04975,4.4092,1.32525,1.1376,0,140,180,20.8,none,0,0,0,0,24.07
10.1039/D1GC01186C,"Achinivu et al, 2021",Sorghum,Grassy,24.26581958,35,21,21,Furfuryl alcohol (100%),C1=COC(=C1)CO,100,4.6,0.2805,0.6098,5.79895,5.357,0.76805,0.4973,0,140,180,22.6,none,0,0,0,0,22.37
10.1039/D1GC01186C,"Achinivu et al, 2021",Sorghum,Grassy,24.26581958,35,21,21,Guaiacol (100%),COC1=CC=CC=C1O,100,3.059,0.2252,0.29095,7.49765,7.1391,0.69685,0.03005,0,140,180,22.6,none,0,0,0,0,26.68
10.1039/D1GC01186C,"Achinivu et al, 2021",Sorghum,Grassy,24.26581958,35,21,21,Furfural (100%),C1=COC(=C1)C=O,100,1.494,0,0.6788,6.33005,3.97825,1.46255,0.28705,0,140,180,23.2,none,0,0,0,0,12.72
10.1039/D1GC01186C,"Achinivu et al, 2021",Sorghum,Grassy,24.26581958,35,21,21,Benzyl alcohol (100%),c1ccc(cc1)CO,100,5.84,0.2609,0.4253,7.19465,6.15675,0.57445,0.48205,0,140,180,21,none,0,0,0,0,19.82
10.1039/D1GC01186C,"Achinivu et al, 2021",Sorghum,Grassy,24.26581958,35,21,21,Aniline (100%),c1ccc(cc1)N,100,4.35,0.0738,1.1222,5.4196,6.4077,0.276,0.1897,0,140,180,20.4,none,0,0,0,0,16.75
10.1039/D1GC01186C,"Achinivu et al, 2021",Sorghum,Grassy,24.26581958,35,21,21,Isobutyl acetate (100%),CC(C)COC(=O)C,100,0.7,0,0.0006,10.49555,4.7322,1.4657,0.23135,0,140,180,17.4,none,0,0,0,0,18.29
10.1039/D1GC01186C,"Achinivu et al, 2021",Sorghum,Grassy,24.26581958,35,21,21,Spermine,NCCCNCCCCNCCCN,100,6.209,0,0.92705,13.63865,5.1594,0.79035,1.61015,0,140,180,18.8,none,0,0,0,0,66.1
10.1039/D1GC01186C,"Achinivu et al, 2021",Sorghum,Grassy,24.26581958,35,21,21,Spermidine,NCCCCNCCCN,100,6.209,0,0.92705,13.63865,5.1594,0.79035,1.61015,0,140,180,18.6,none,0,0,0,0,76.43
10.1039/D1GC01186C,"Achinivu et al, 2021",Sorghum,Grassy,24.26581958,35,21,21,diethylenetriamine,NCCNCCN,100,5.05,0,0.58495,10.2774,3.2491,0.7498,1.23165,0,140,180,19.2,none,0,0,0,0,78.4
10.1039/D1GC01186C,"Achinivu et al, 2021",Sorghum,Grassy,24.26581958,35,21,21,"1,5-diaminopentane",NCCCCCN,100,3.029,0,0.7326,9.8959,4.2534,0.47895,1.19555,0,140,180,17.4,none,0,0,0,0,85.8
10.1039/D1GC01186C,"Achinivu et al, 2021",Sorghum,Grassy,24.26581958,35,21,21,"1,4-diaminobutane",NCCCCN,100,1.557,0,0.74375,8.86205,3.17245,0.63055,1.1593,0,140,180,17.6,none,0,0,0,0,78.33
10.1039/D1GC01186C,"Achinivu et al, 2021",Sorghum,Grassy,24.26581958,35,21,21,"1,3-diaminopropane",NCCCN,100,1.342,0,0.7542,7.64345,2.47125,0.5543,1.1649,0,140,180,17.6,none,0,0,0,0,74.1
10.1039/D1GC01186C,"Achinivu et al, 2021",Sorghum,Grassy,24.26581958,35,21,21,"1,2-diaminoethane",NCCN,100,1.276,0,0.8548,6.19685,1.9164,0.46335,1.1898,0,140,180,18,none,0,0,0,0,83.65
10.1039/D1GC01186C,"Achinivu et al, 2021",Sorghum,Grassy,24.26581958,35,21,21,"1,2-diaminopropane",CC(N)CN,100,1.48,0,0.8431,7.0277,2.8426,0.58605,1.10305,0,140,180,17.4,none,0,0,0,0,83.65
10.1039/D1GC01186C,"Achinivu et al, 2021",Sorghum,Grassy,24.26581958,35,21,21,1-aminopentane,CCCCCN,100,0.763,0,0.36285,8.74375,5.24825,0.25905,0.6029,0,140,180,15.2,none,0,0,0,0,66.46
10.1039/D1GC01186C,"Achinivu et al, 2021",Sorghum,Grassy,24.26581958,35,21,21,"2,2-dimethyl-1,3-propanediamine",CC(C)(CN)CN,100,1.282,0,0.5347,8.9066,4.48235,0.56195,0.7448,0,140,180,17,none,0,0,0,0,32.6
10.1039/D1GC02667D,"Achinivu et al, 2021",Sorghum,Grassy,24.26581958,35,21,21,ethanolamine 25wt %,NCCO,9.42,18.95,0,0.7519,5.78025,1.87445,0.8062,0.8651,90.58,100,60,40.1,none,0,0,0,0,59
10.1039/D1GC02667D,"Achinivu et al, 2021",Sorghum,Grassy,24.26581958,35,21,21,ethanolamine (100%),NCCO,100,18.95,0,0.7519,5.78025,1.87445,0.8062,0.8651,0,100,60,40.4,none,0,0,0,0,80
10.1039/D1GC02667D,"Achinivu et al, 2021",Sorghum,Grassy,24.26581958,35,21,21, 1-amino-2-propanol (100%),OC(C)CN,100,33.28,0,0.72715,6.7056,2.9287,0.7403,0.87025,0,100,60,38.8,none,0,0,0,0,75
10.1039/D1GC02667D,"Achinivu et al, 2021",Sorghum,Grassy,24.26581958,35,21,21,2-(methylamino)ethanol (100%),CNCCO,100,10.28,0,0.4518,7.5072,2.6648,0.729,0.7778,0,100,60,37.6,none,0,0,0,0,72
10.1039/D1GC02667D,"Achinivu et al, 2021",Sorghum,Grassy,24.26581958,35,21,21,"N,N-dimethylethanolamine (100%)",CN(C)CCO,100,3.584,0,0.0649,8.96275,3.30225,0.6099,0.7452,0,100,60,35.6,none,0,0,0,0,18
10.1039/D1GC02667D,"Achinivu et al, 2021",Sorghum,Grassy,24.26581958,35,21,21,"1,3-diamino-2-propanol (100%)",NCC(O)CN,100,5.385,0,1.0945,7.4708,2.39295,1.1045,1.14655,0,100,60,35.2,none,0,0,0,0,82
10.1039/D1GC02667D,"Achinivu et al, 2021",Sorghum,Grassy,24.26581958,35,21,21,"2-amino-1,3-propanediol (100%)",C(C(CO)N)O,100,34.172,0.3408,1.2067,6.29625,2.53125,1.33155,1.19305,0,100,60,45.2,none,0,0,0,0,79
10.1039/D1GC02667D,"Achinivu et al, 2021",Sorghum,Grassy,24.26581958,35,21,21,ethanolamine (100%),NCCO,100,18.95,0,0.7519,5.78025,1.87445,0.8062,0.8651,0,100,60,40.4,none,0,0,0,0,59.3
10.1039/D1GC02667D,"Achinivu et al, 2021",Sorghum,Grassy,24.26581958,35,21,21,ethanolamine (100%),NCCO,100,18.95,0,0.7519,5.78025,1.87445,0.8062,0.8651,0,120,120,13.33,none,0,0,0,0,79.8
10.1039/D1GC02667D,"Achinivu et al, 2021",Sorghum,Grassy,24.26581958,35,21,21,ethanolamine (100%),NCCO,100,18.95,0,0.7519,5.78025,1.87445,0.8062,0.8651,0,120,120,30.3,none,0,0,0,0,73
10.1039/D1GC02667D,"Achinivu et al, 2021",Sorghum,Grassy,24.26581958,35,21,21,ethanolamine (100%),NCCO,100,18.95,0,0.7519,5.78025,1.87445,0.8062,0.8651,0,120,120,30.3,none,0,0,0,0,72.6
10.1039/D1GC02667D,"Achinivu et al, 2021",Sorghum,Grassy,24.26581958,35,21,21,ethanolamine (100%),NCCO,100,18.95,0,0.7519,5.78025,1.87445,0.8062,0.8651,0,120,20,30.3,none,0,0,0,0,59.6
10.1039/D1GC02667D,"Achinivu et al, 2021",Sorghum,Grassy,24.26581958,35,21,21,ethanolamine (100%),NCCO,100,18.95,0,0.7519,5.78025,1.87445,0.8062,0.8651,0,100,180,40.4,none,0,0,0,0,69.5
10.1039/D1GC02667D,"Achinivu et al, 2021",Sorghum,Grassy,24.26581958,35,21,21,ethanolamine (100%),NCCO,100,18.95,0,0.7519,5.78025,1.87445,0.8062,0.8651,0,140,60,20.2,none,0,0,0,0,80.2
10.1039/D1GC02667D,"Achinivu et al, 2021",Sorghum,Grassy,24.26581958,35,21,21,ethanolamine (100%),NCCO,100,18.95,0,0.7519,5.78025,1.87445,0.8062,0.8651,0,154,120,30.3,none,0,0,0,0,80.8
10.1039/D1GC02667D,"Achinivu et al, 2021",Sorghum,Grassy,24.26581958,35,21,21,ethanolamine (100%),NCCO,100,18.95,0,0.7519,5.78025,1.87445,0.8062,0.8651,0,120,120,47.27,none,0,0,0,0,61.6
10.1039/D1GC02667D,"Achinivu et al, 2021",Sorghum,Grassy,24.26581958,35,21,21,ethanolamine (100%),NCCO,100,18.95,0,0.7519,5.78025,1.87445,0.8062,0.8651,0,120,222,30.3,none,0,0,0,0,76.4
10.1039/D1GC02667D,"Achinivu et al, 2021",Sorghum,Grassy,24.26581958,35,21,21,ethanolamine (100%),NCCO,100,18.95,0,0.7519,5.78025,1.87445,0.8062,0.8651,0,140,180,20.2,none,0,0,0,0,81.3
10.1039/D1GC02667D,"Achinivu et al, 2021",Sorghum,Grassy,24.26581958,35,21,21,ethanolamine (100%),NCCO,100,18.95,0,0.7519,5.78025,1.87445,0.8062,0.8651,0,140,60,40.4,none,0,0,0,0,78.2
10.1039/D1GC02667D,"Achinivu et al, 2021",Sorghum,Grassy,24.26581958,35,21,21,ethanolamine (100%),NCCO,100,18.95,0,0.7519,5.78025,1.87445,0.8062,0.8651,0,100,180,20.2,none,0,0,0,0,71.4
10.1039/D1GC02667D,"Achinivu et al, 2021",Sorghum,Grassy,24.26581958,35,21,21,ethanolamine (100%),NCCO,100,18.95,0,0.7519,5.78025,1.87445,0.8062,0.8651,0,100,60,20.2,none,0,0,0,0,65.2
10.1039/D1GC02667D,"Achinivu et al, 2021",Sorghum,Grassy,24.26581958,35,21,21,ethanolamine (100%),NCCO,100,18.95,0,0.7519,5.78025,1.87445,0.8062,0.8651,0,86,120,30.3,none,0,0,0,0,64.5
10.1039/D1GC02667D,"Achinivu et al, 2021",Sorghum,Grassy,24.26581958,35,21,21,ethanolamine (100%),NCCO,100,18.95,0,0.7519,5.78025,1.87445,0.8062,0.8651,0,140,180,40.4,none,0,0,0,0,78.4
10.1039/D1GC02667D,"Achinivu et al, 2021",Pine,Softwood,31.04883251,30,24,13,ethanolamine (100%),NCCO,100,18.95,0,0.7519,5.78025,1.87445,0.8062,0.8651,0,100,60,40.4,none,0,0,0,0,13.1
10.1039/D1GC02667D,"Achinivu et al, 2021",Almond,Hardwood,24.26581958,22,23,11,ethanolamine (100%),NCCO,100,18.95,0,0.7519,5.78025,1.87445,0.8062,0.8651,0,100,60,40.4,none,0,0,0,0,54.3
10.1039/D1GC02667D,"Achinivu et al, 2021",Walnut,Hardwood,24.26581958,27,24,12,ethanolamine (100%),NCCO,100,18.95,0,0.7519,5.78025,1.87445,0.8062,0.8651,0,100,60,40.4,none,0,0,0,0,51.2
10.1039/D1GC02667D,"Achinivu et al, 2021",Fir,Softwood,31.04883251,27,24,12,ethanolamine (100%),NCCO,100,18.95,0,0.7519,5.78025,1.87445,0.8062,0.8651,0,100,60,40.4,none,0,0,0,0,16.5
https://doi.org/10.1039/D2GC00409G,Yang et al. (2022),Eucalyptus,Hardwood,24.26581958,50.22,31.15,16.03,Dimethylisosorbide (100%),CO[C@H]1COC2[C@@H](COC12)OC,100,6.8,0,0,13.60395,3.5342,2.5266,0.60375,0,120,20,9.09,H2SO4,1.83,98.079,2.75,75,71
https://doi.org/10.1039/D2GC00409G,Yang et al. (2022),Eucalyptus,Hardwood,24.26581958,50.22,31.15,16.03,Dimethylisosorbide (100%),CO[C@H]1COC2[C@@H](COC12)OC,100,6.8,0,0,13.60395,3.5342,2.5266,0.60375,0,120,60,9.09,H2SO4,1.83,98.079,2.75,75,79.11
https://doi.org/10.1039/D2GC00409G,Yang et al. (2022),Eucalyptus,Hardwood,24.26581958,50.22,31.15,16.03,Dimethylisosorbide (90%),CO[C@H]1COC2[C@@H](COC12)OC,90,6.8,0,0,13.60395,3.5342,2.5266,0.60375,10,120,20,9.09,H2SO4,1.83,98.079,2.75,75,69.18
https://doi.org/10.1039/D2GC00409G,Yang et al. (2022),Eucalyptus,Hardwood,24.26581958,50.22,31.15,16.03,Dimethylisosorbide (90%),CO[C@H]1COC2[C@@H](COC12)OC,90,6.8,0,0,13.60395,3.5342,2.5266,0.60375,10,120,60,9.09,H2SO4,1.83,98.079,2.75,75,90.86
https://doi.org/10.1039/D2GC00409G,Yang et al. (2022),Eucalyptus,Hardwood,24.26581958,50.22,31.15,16.03,Dimethylisosorbide (80%),CO[C@H]1COC2[C@@H](COC12)OC,80,6.8,0,0,13.60395,3.5342,2.5266,0.60375,20,120,20,9.09,H2SO4,1.83,98.079,2.75,75,40.26
https://doi.org/10.1039/D2GC00409G,Yang et al. (2022),Eucalyptus,Hardwood,24.26581958,50.22,31.15,16.03,Dimethylisosorbide (80%),CO[C@H]1COC2[C@@H](COC12)OC,80,6.8,0,0,13.60395,3.5342,2.5266,0.60375,20,120,60,9.09,H2SO4,1.83,98.079,2.75,75,70.76
